Case #1: 190
11 15 87548
11 16 193928
11 17 81332
11 18 452339
12 13 151837
12 14 221726
12 15 113114
12 16 126688
12 17 148572
12 18 470890
13 14 69889
13 15 96768
13 16 243764
13 17 214618
13 18 319053
14 15 166657
14 16 313653
14 17 284507
14 18 388942
15 16 146996
15 17 168880
15 18 383554
16 17 275260
16 18 530550
17 18 498711
Case #235: 465
1 2 78790
1 3 94303
1 4 203894
1 5 29615
1 6 7676
1 7 179346
1 8 230793
1 9 224137
1 10 304122
1 11 113972
1 12 39081
1 13 108408
1 14 185048
1 15 141463
1 16 207102
1 17 51852
1 18 164069
1 19 150344
1 20 143459
1 21 125171
1 22 174599
1 23 178520
1 24 99726
1 25 152161
1 26 95312
1 27 186442
1 28 102259
1 29 20922
1 30 105516
1 31 84612
2 3 173093
2 4 151975
2 5 49175
2 6 71114
2 7 204777
2 8 294231
2 9 228627
2 10 324962
2 11 150918
2 12 117871
2 13 187198
2 14 132071
2 15 180788
2 16 151234
2 17 130642
2 18 241890
2 19 229134
2 20 90482
2 21 190472
2 22 179089
2 23 195168
2 24 163164
2 25 230144
2 26 134637
2 27 240621
2 28 127690
2 29 99712
2 30 168954
2 31 163402
3 4 145359
3 5 123918
3 6 101979
3 7 159534
3 8 234174
3 9 261819
3 10 300540
3 11 109019
3 12 133384
3 13 14105
3 14 175571
3 15 131986
3 16 197625
3 17 42451
3 18 167188
3 19 244647
3 20 133982
3 21 115770
3 22 222589
3 23 153691
3 24 194029
3 25 229528
3 26 85835
3 27 197379
3 28 92782
3 29 115225
3 30 116453
3 31 178915
4 5 201150
4 6 211570
4 7 179780
4 8 270827
4 9 116460
4 10 212795
4 11 132824
4 12 221998
4 13 159464
4 14 103082
4 15 63489
4 16 175205
4 17 187810
4 18 164260
4 19 223028
4 20 61493
4 21 119538
4 22 150100
4 23 219139
4 24 240655
4 25 201155
4 26 109640
4 27 227817
4 28 102693
4 29 224816
4 30 177035
4 31 220570
5 6 21939
5 7 208961
5 8 245056
5 9 194522
5 10 290857
5 11 143587
5 12 68696
5 13 138023
5 14 181246
5 15 137661
5 16 200409
5 17 81467
5 18 193684
5 19 179959
5 20 139657
5 21 154786
5 22 144984
5 23 192783
5 24 113989
5 25 181776
5 26 124927
5 27 200705
5 28 131874
5 29 50537
5 30 119779
5 31 114227
6 7 187022
6 8 223117
6 9 216461
6 10 311798
6 11 121648
6 12 46757
6 13 116084
6 14 192724
6 15 149139
6 16 214778
6 17 59528
6 18 171745
6 19 158020
6 20 151135
6 21 132847
6 22 166923
6 23 170844
6 24 92050
6 25 159837
6 26 102988
6 27 178766
6 28 109935
6 29 28598
6 30 97840
6 31 92288
7 8 250531
7 9 256432
7 10 352767
7 11 107218
7 12 196392
7 13 145429
7 14 159876
7 15 116291
7 16 185728
7 17 201985
7 18 230200
7 19 132762
7 20 132181
7 21 178782
7 22 206894
7 23 198258
7 24 215049
7 25 92677
7 26 84034
7 27 96341
7 28 77087
7 29 200268
7 30 151429
7 31 225746
8 9 347479
8 10 443814
8 11 189681
8 12 254522
8 13 220069
8 14 250923
8 15 207338
8 16 276775
8 17 248415
8 18 312663
8 19 365785
8 20 214644
8 21 261245
8 22 297941
8 23 280721
8 24 245649
8 25 183724
8 26 166497
8 27 187388
8 28 173444
8 29 236363
8 30 233892
8 31 281175
9 10 195411
9 11 209476
9 12 263218
9 13 275924
9 14 179734
9 15 140141
9 16 223526
9 17 269509
9 18 146876
9 19 299680
9 20 138145
9 21 196190
9 22 49538
9 23 247731
9 24 308511
9 25 277807
9 26 186292
9 27 304469
9 28 179345
9 29 245059
9 30 253687
9 31 302269
10 11 305811
10 12 343203
10 13 314645
10 14 276069
10 15 276284
10 16 319861
10 17 258089
10 18 243211
10 19 376304
10 20 234480
10 21 292525
10 22 145873
10 23 344066
10 24 403848
10 25 374142
10 26 282627
10 27 265244
10 28 275680
10 29 325044
10 30 319878
10 31 388734
11 12 111209
11 13 123124
11 14 112920
11 15 69335
11 16 134974
11 17 105102
11 18 169350
11 19 222472
11 20 71331
11 21 117932
11 22 159938
11 23 91040
11 24 154199
11 25 120509
11 26 23184
11 27 171505
11 28 30131
11 29 93050
11 30 90579
11 31 184230
12 13 147489
12 14 202094
12 15 158509
12 16 224192
12 17 90933
12 18 161306
12 19 111263
12 20 174399
12 21 148882
12 22 213680
12 23 202249
12 24 101169
12 25 191242
12 26 126252
12 27 225523
12 28 119305
12 29 18159
12 30 144597
12 31 123693
13 14 179368
13 15 146091
13 16 211730
13 17 56556
13 18 181119
13 19 258752
13 20 148087
13 21 129875
13 22 226386
13 23 167796
13 24 184587
13 25 238106
13 26 99940
13 27 183274
13 28 106887
13 29 129330
13 30 130558
13 31 193020
14 15 135887
14 16 195109
14 17 172953
14 18 227534
14 19 203124
14 20 41589
14 21 182812
14 22 130196
14 23 151175
14 24 220751
14 25 181251
14 26 89736
14 27 207913
14 28 82789
14 29 205404
14 30 126987
14 31 250782
15 16 177515
15 17 174437
15 18 192317
15 19 163531
15 20 94298
15 21 140899
15 22 182905
15 23 160375
15 24 177166
15 25 141658
15 26 46151
15 27 194472
15 28 53098
15 29 162385
15 30 113546
15 31 207197
16 17 201387
16 18 164518
16 19 318490
16 20 193405
16 21 128068
16 22 173988
16 23 43934
16 24 123023
16 25 153104
16 26 145258
16 27 89387
16 28 138311
16 29 206033
16 30 170313
16 31 286173
17 18 124737
17 19 202196
17 20 176433
17 21 73319
17 22 219971
17 23 196142
17 24 151578
17 25 204013
17 26 128286
17 27 181598
17 28 135233
17 29 72774
17 30 100672
17 31 136464
18 19 272569
18 20 185945
18 21 51418
18 22 97338
18 23 120584
18 24 199673
18 25 225046
18 26 146166
18 27 159697
18 28 153113
18 29 143147
18 30 213561
18 31 157497
19 20 161535
19 21 260145
19 22 250142
19 23 282659
19 24 212432
19 25 225439
19 26 209682
19 27 229103
19 28 202735
19 29 129422
19 30 255860
19 31 234956
20 21 141223
20 22 88607
20 23 162371
20 24 179162
20 25 139662
20 26 48147
20 27 196468
20 28 55094
20 29 163815
20 30 115542
20 31 209193
21 22 146652
21 23 172002
21 24 203176
21 25 173628
21 26 94748
21 27 108279
21 28 101695
21 29 146093
21 30 162143
21 31 208915
22 23 198193
22 24 258973
22 25 228269
22 26 136754
22 27 254931
22 28 129807
22 29 195521
22 30 204149
22 31 252731
23 24 166957
23 25 197038
23 26 114224
23 27 133321
23 28 121171
23 29 184090
23 30 181619
23 31 263132
24 25 228340
24 26 131015
24 27 212410
24 28 137962
24 29 83010
24 30 189890
24 31 184338
25 26 143693
25 27 173569
25 28 150640
25 29 173083
25 30 174311
25 31 133069
26 27 148321
26 28 6947
26 29 116234
26 30 67395
26 31 161046
27 28 155268
27 29 207364
27 30 80926
27 31 214358
28 29 123181
28 30 74342
28 31 167993
29 30 126438
29 31 105534
30 31 133432
Case #236: Impossible
Case #237: 105
1 2 977155
1 3 1298915
1 5 555486
1 6 1109524
1 8 1546648
1 9 1127296
1 10 1546676
1 11 2395354
1 12 340325
1 13 1143263
1 14 921576
1 15 1809285
1 16 1515568
1 17 826710
2 3 321760
2 5 421669
2 6 1379259
2 8 1655690
2 9 150141
2 10 569521
2 11 1418199
2 12 776381
2 13 1009446
2 14 1191311
2 15 832130
2 16 597319
2 17 764339
3 5 743429
3 6 1400737
3 8 1333930
3 9 171619
3 10 590999
3 11 1439677
3 12 1098141
3 13 1331206
3 14 1212789
3 15 510370
3 16 618797
3 17 870895
5 6 1123911
5 8 1561035
5 9 571810
5 10 991190
5 11 1839868
5 12 354712
5 13 587777
5 14 935963
5 15 1253799
5 16 1018988
5 17 1186008
6 8 813020
6 9 1229118
6 10 1648498
6 11 2497176
6 12 769199
6 13 1545367
6 14 187948
6 15 1636580
6 16 781940
6 17 1936234
8 9 1505549
8 10 1628514
8 11 2477192
8 12 1206323
8 13 1982491
8 14 625072
8 15 823560
8 16 1219064
8 17 2204825
9 10 419380
9 11 1268058
9 12 926522
9 13 1159587
9 14 1041170
9 15 681989
9 16 447178
9 17 914480
10 11 848678
10 12 1345902
10 13 1578967
10 14 1460550
10 15 804954
10 16 866558
10 17 1333860
11 12 2194580
11 13 2427645
11 14 2309228
11 15 1653632
11 16 1715236
11 17 2182538
12 13 942489
12 14 581251
12 15 1608511
12 16 1175243
12 17 1167035
13 14 1357419
13 15 1841576
13 16 763427
13 17 1773785
14 15 1448632
14 16 593992
14 17 1748286
15 16 1129167
15 17 1381265
16 17 1361658
Case #238: 496
1 2 122776
1 3 193263
1 4 149766
1 5 350789
1 6 174055
1 7 209917
1 8 394683
1 9 276659
1 10 191436
1 11 333460
1 12 371256
1 13 173103
1 14 238182
1 15 336917
1 16 153234
1 17 93720
1 18 319503
1 19 298237
1 20 398390
1 21 186897
1 22 368774
1 23 224962
1 24 153927
1 25 131381
1 26 195465
1 27 261567
1 28 244082
1 29 392960
1 30 284479
1 31 469209
1 32 5514
2 3 234167
2 4 155232
2 5 473565
2 6 179521
2 7 215383
2 8 353236
2 9 153883
2 10 314212
2 11 339261
2 12 411033
2 13 212880
2 14 349930
2 15 448665
2 16 264982
2 17 211507
2 18 196727
2 19 409985
2 20 403856
2 21 64121
2 22 360711
2 23 170701
2 24 253970
2 25 243129
2 26 72689
2 27 267033
2 28 202635
2 29 270184
2 30 289945
2 31 438199
2 32 117262
3 4 132915
3 5 544052
3 6 108626
3 7 241644
3 8 459161
3 9 313788
3 10 384699
3 11 316944
3 12 516958
3 13 318805
3 14 244005
3 15 342740
3 16 346497
3 17 99543
3 18 302652
3 19 398719
3 20 342890
3 21 170046
3 22 400501
3 23 230785
3 24 159750
3 25 221116
3 26 306856
3 27 190736
3 28 308560
3 29 424687
3 30 267628
3 31 491425
3 32 198777
4 5 489527
4 6 24289
4 7 108729
4 8 380226
4 9 180873
4 10 326053
4 11 184029
4 12 438023
4 13 239870
4 14 376920
4 15 475655
4 16 303000
4 17 232458
4 18 218315
4 19 265804
4 20 258553
4 21 91111
4 22 267586
4 23 325933
4 24 280960
4 25 281147
4 26 227921
4 27 111801
4 28 229625
4 29 291772
4 30 183291
4 31 465189
4 32 155280
5 6 513816
5 7 549678
5 8 416542
5 9 627448
5 10 542225
5 11 673556
5 12 722045
5 13 523892
5 14 588971
5 15 366477
5 16 504023
5 17 444509
5 18 670292
5 19 649026
5 20 738151
5 21 537686
5 22 659051
5 23 575751
5 24 504716
5 25 482170
5 26 546254
5 27 601328
5 28 567143
5 29 664206
5 30 624240
5 31 446321
5 32 356303
6 7 133018
6 8 404515
6 9 205162
6 10 350342
6 11 208318
6 12 462312
6 13 264159
6 14 352631
6 15 451366
6 16 327289
6 17 208169
6 18 194026
6 19 290093
6 20 234264
6 21 115400
6 22 291875
6 23 317124
6 24 268376
6 25 305436
6 26 252210
6 27 136090
6 28 253914
6 29 316061
6 30 159002
6 31 489478
6 32 179569
7 8 401366
7 9 241024
7 10 355932
7 11 278059
7 12 498174
7 13 300021
7 14 443110
7 15 546834
7 16 341287
7 17 298648
7 18 327044
7 19 196284
7 20 367282
7 21 151262
7 22 158857
7 23 386084
7 24 341111
7 25 341298
7 26 159830
7 27 220530
7 28 289776
7 29 183043
7 30 292020
7 31 525340
7 32 215431
8 9 507119
8 10 410795
8 11 268771
8 12 391415
8 13 238856
8 14 434150
8 15 543766
8 16 491874
8 17 384875
8 18 357876
8 19 350546
8 20 407878
8 21 289115
8 22 242509
8 23 290715
8 24 445082
8 25 263302
8 26 396183
8 27 273340
8 28 150601
8 29 390198
8 30 448837
8 31 417212
8 32 389169
9 10 468095
9 11 364902
9 12 564916
9 13 366763
9 14 503813
9 15 602548
9 16 184341
9 17 359351
9 18 350610
9 19 329344
9 20 429497
9 21 218004
9 22 399881
9 23 324584
9 24 407853
9 25 397012
9 26 226572
9 27 292674
9 28 356518
9 29 424067
9 30 315586
9 31 592082
9 32 271145
10 11 142024
10 12 256188
10 13 175651
10 14 409670
10 15 528353
10 16 304651
10 17 285156
10 18 493692
10 19 223799
10 20 370889
10 21 324410
10 22 444493
10 23 407316
10 24 224949
10 25 322817
10 26 332978
10 27 282089
10 28 286417
10 29 506799
10 30 460766
10 31 657090
10 32 196950
11 12 398212
11 13 317675
11 14 267646
11 15 613211
11 16 226778
11 17 396534
11 18 387645
11 19 81775
11 20 375447
11 21 275140
11 22 369502
11 23 265292
11 24 366973
11 25 438494
11 26 411950
11 27 295830
11 28 413654
11 29 461102
11 30 318742
11 31 515066
11 32 338974
12 13 198153
12 14 394148
12 15 483399
12 16 513462
12 17 464976
12 18 448089
12 19 479987
12 20 498091
12 21 346912
12 22 398890
12 23 337122
12 24 481137
12 25 353515
12 26 355480
12 27 522221
12 28 240814
12 29 529301
12 30 495244
12 31 476378
12 32 365742
13 14 394315
13 15 440390
13 16 315309
13 17 266823
13 18 318041
13 19 399450
13 20 368043
13 21 148759
13 22 268842
13 23 383581
13 24 327030
13 25 223467
13 26 157327
13 27 351671
13 28 110766
13 29 331148
13 30 374583
13 31 522837
13 32 167589
14 15 564071
14 16 380388
14 17 144462
14 18 265422
14 19 349421
14 20 540826
14 21 291848
14 22 441625
14 23 275704
14 24 204669
14 25 170848
14 26 422619
14 27 434741
14 28 283549
14 29 523146
14 30 433826
14 31 247420
14 32 232668
15 16 479123
15 17 430637
15 18 600440
15 19 624126
15 20 452832
15 21 512786
15 22 551241
15 23 347919
15 24 490844
15 25 457270
15 26 389667
15 27 533476
15 28 393165
15 29 596526
15 30 338921
15 31 772313
15 32 331403
16 17 246954
16 18 450873
16 19 145003
16 20 262021
16 21 329103
16 22 432730
16 23 201159
16 24 307161
16 25 273587
16 26 337671
16 27 414801
16 28 386288
16 29 524330
16 30 359281
16 31 622443
16 32 147720
17 18 402195
17 19 391957
17 20 403275
17 21 147386
17 22 373659
17 23 131242
17 24 60207
17 25 121573
17 26 284196
17 27 290279
17 28 234274
17 29 473871
17 30 289364
17 31 391882
17 32 99234
18 19 305870
18 20 428290
18 21 260848
18 22 365351
18 23 367428
18 24 450697
18 25 319976
18 26 269416
18 27 330116
18 28 207275
18 29 466911
18 30 353028
18 31 512842
18 32 313989
19 20 346108
19 21 347546
19 22 287727
19 23 279844
19 24 448748
19 25 418590
19 26 356114
19 27 377605
19 28 445803
19 29 379327
19 30 400517
19 31 596841
19 32 292723
20 21 339735
20 22 415353
20 23 272033
20 24 420875
20 25 369978
20 26 476545
20 27 319991
20 28 257277
20 29 371516
20 30 113911
20 31 609908
20 32 392876
21 22 296590
21 23 234822
21 24 189849
21 25 251215
21 26 136810
21 27 202912
21 28 138514
21 29 334305
21 30 225824
21 31 374078
21 32 181383
22 23 242417
22 24 433866
22 25 270777
22 26 318687
22 27 330809
22 28 158076
22 29 341900
22 30 400539
22 31 659721
22 32 374288
23 24 191449
23 25 252815
23 26 243390
23 27 255512
23 28 365516
23 29 415727
23 30 158122
23 31 523124
23 32 230476
24 25 181780
24 26 326659
24 27 350486
24 28 294481
24 29 524154
24 30 306964
24 31 452089
24 32 159441
25 26 315818
25 27 312248
25 28 112701
25 29 352298
25 30 404832
25 31 418268
25 32 125867
26 27 339722
26 28 268093
26 29 342873
26 30 362634
26 31 382646
26 32 189951
27 28 281407
27 29 403573
27 30 206080
27 31 576990
27 32 267081
28 29 441914
28 30 298236
28 31 512592
28 32 238568
29 30 257605
29 31 708383
29 32 387446
30 31 495997
30 32 278965
31 32 474723
Case #239: 703
1 2 174722
1 3 67819
1 4 108014
1 5 172622
1 6 63359
1 7 68309
1 8 158012
1 9 278668
1 10 155958
1 11 179345
1 12 207638
1 13 113377
1 14 53503
1 15 153283
1 16 144556
1 17 263626
1 18 238559
1 19 218808
1 20 175809
1 21 162156
1 22 140358
1 23 125281
1 24 154488
1 25 139487
1 26 160732
1 27 149962
1 28 159670
1 29 236485
1 30 120554
1 31 202194
1 32 99369
1 33 95996
1 34 80247
1 35 147328
1 36 166779
1 37 155195
1 38 270313
2 3 114834
2 4 147098
2 5 105803
2 6 116348
2 7 115324
2 8 62343
2 9 180844
2 10 128773
2 11 142213
2 12 133820
2 13 160029
2 14 179528
2 15 30460
2 16 77737
2 17 159576
2 18 149147
2 19 93606
2 20 151102
2 21 36954
2 22 103226
2 23 58462
2 24 129893
2 25 72668
2 26 93913
2 27 24760
2 28 92851
2 29 182523
2 30 62099
2 31 88659
2 32 121528
2 33 137035
2 34 102406
2 35 169487
2 36 71110
2 37 185664
2 38 163327
3 4 40195
3 5 104803
3 6 75930
3 7 490
3 8 103269
3 9 217526
3 10 115243
3 11 163878
3 12 139819
3 13 70051
3 14 95275
3 15 85464
3 16 76737
3 17 216733
3 18 170740
3 19 158920
3 20 107990
3 21 102268
3 22 152929
3 23 57462
3 24 116713
3 25 71668
3 26 92913
3 27 90074
3 28 91851
3 29 181523
3 30 52735
3 31 203493
3 32 31550
3 33 52782
3 34 12428
3 35 79509
3 36 112036
3 37 111869
3 38 202494
4 5 144998
4 6 116125
4 7 40685
4 8 135533
4 9 251044
4 10 154263
4 11 151721
4 12 180014
4 13 110246
4 14 135470
4 15 125659
4 16 116932
4 17 246133
4 18 210935
4 19 191184
4 20 148185
4 21 134532
4 22 112734
4 23 97657
4 24 152793
4 25 111863
4 26 133108
4 27 122338
4 28 132046
4 29 221718
4 30 84999
4 31 224576
4 32 71745
4 33 92977
4 34 52623
4 35 119704
4 36 144300
4 37 127571
4 38 240204
5 6 180733
5 7 105293
5 8 127498
5 9 209890
5 10 101477
5 11 153757
5 12 170369
5 13 174854
5 14 129565
5 15 75343
5 16 28066
5 17 243519
5 18 193026
5 19 149889
5 20 139981
5 21 142757
5 22 192744
5 23 47341
5 24 100007
5 25 33135
5 26 11890
5 27 130563
5 28 81730
5 29 100500
5 30 157538
5 31 182087
5 32 136353
5 33 87072
5 34 117231
5 35 168462
5 36 136265
5 37 216672
5 38 192373
6 7 76420
6 8 145431
6 9 286779
6 10 189998
6 11 187456
6 12 215749
6 13 121488
6 14 116862
6 15 146808
6 16 152667
6 17 242664
6 18 246670
6 19 176694
6 20 183920
6 21 120042
6 22 148469
6 23 133392
6 24 188528
6 25 147598
6 26 168843
6 27 107848
6 28 167781
6 29 257453
6 30 120734
6 31 205007
6 32 107480
6 33 128712
6 34 88358
6 35 155439
6 36 103420
6 37 163306
6 38 275939
7 8 103759
7 9 218016
7 10 115733
7 11 164368
7 12 140309
7 13 70541
7 14 94785
7 15 85954
7 16 77227
7 17 217223
7 18 171230
7 19 159410
7 20 108480
7 21 102758
7 22 153419
7 23 57952
7 24 117203
7 25 72158
7 26 93403
7 27 90564
7 28 92341
7 29 182013
7 30 53225
7 31 203983
7 32 32040
7 33 52292
7 34 12918
7 35 79999
7 36 112526
7 37 112359
7 38 202984
8 9 202539
8 10 107078
8 11 127578
8 12 178910
8 13 148464
8 14 198544
8 15 52155
8 16 99432
8 17 148011
8 18 211490
8 19 106429
8 20 172797
8 21 25389
8 22 91661
8 23 80157
8 24 108548
8 25 94363
8 26 115608
8 27 37583
8 28 114546
8 29 187605
8 30 50534
8 31 110354
8 32 109963
8 33 156051
8 34 90841
8 35 157922
8 36 59545
8 37 190282
8 38 185022
9 10 207215
9 11 268965
9 12 276107
9 13 165291
9 14 268378
9 15 150384
9 16 181824
9 17 317844
9 18 329991
9 19 224930
9 20 255189
9 21 217798
9 22 284070
9 23 162549
9 24 205745
9 25 176755
9 26 198000
9 27 205604
9 28 196938
9 29 286610
9 30 242943
9 31 269503
9 32 203792
9 33 270308
9 34 222914
9 35 251751
9 36 211306
9 37 199282
9 38 17517
10 11 199102
10 12 71832
10 13 143942
10 14 102455
10 15 120688
10 16 73411
10 17 241419
10 18 132750
10 19 172859
10 20 176872
10 21 118797
10 22 185069
10 23 92686
10 24 1470
10 25 78480
10 26 89587
10 27 106603
10 28 127075
10 29 80527
10 30 69264
10 31 193238
10 32 121937
10 33 144948
10 34 102815
10 35 148706
10 36 98311
10 37 185760
10 38 224732
11 12 259073
11 13 233929
11 14 232848
11 15 134418
11 16 125691
11 17 169520
11 18 246550
11 19 152661
11 20 237606
11 21 105259
11 22 38987
11 23 144966
11 24 197632
11 25 130760
11 26 141867
11 27 117453
11 28 140805
11 29 230477
11 30 154792
11 31 108088
11 32 195428
11 33 216660
11 34 176306
11 35 243387
11 36 118811
11 37 275747
11 38 251448
12 13 185014
12 14 174287
12 15 164280
12 16 142303
12 17 293396
12 18 201642
12 19 227426
12 20 222953
12 21 170774
12 22 237046
12 23 161578
12 24 70362
12 25 147372
12 26 158479
12 27 158580
12 28 192569
12 29 152359
12 30 138156
12 31 222479
12 32 146513
12 33 192601
12 34 127391
12 35 194472
12 36 164282
12 37 226832
12 38 293624
13 14 165326
13 15 155515
13 16 146788
13 17 160380
13 18 199311
13 19 183396
13 20 114941
13 21 147463
13 22 213735
13 23 127513
13 24 145412
13 25 141719
13 26 162964
13 27 135269
13 28 161902
13 29 224469
13 30 97930
13 31 138823
13 32 76745
13 33 122833
13 34 57623
13 35 86460
13 36 157231
13 37 41818
13 38 182808
14 15 180739
14 16 157631
14 17 312008
14 18 232265
14 19 223614
14 20 203265
14 21 197543
14 22 193861
14 23 152737
14 24 103925
14 25 162700
14 26 141455
14 27 185349
14 28 187126
14 29 182982
14 30 148010
14 31 255697
14 32 126825
14 33 147077
14 34 107703
14 35 174784
14 36 200766
14 37 207144
14 38 285895
15 16 79629
15 17 180551
15 18 179607
15 19 74546
15 20 120642
15 21 67414
15 22 133686
15 23 88922
15 24 119218
15 25 84698
15 26 63453
15 27 55220
15 28 62391
15 29 152063
15 30 92559
15 31 119119
15 32 117014
15 33 138246
15 34 97892
15 35 149123
15 36 101570
15 37 197333
15 38 132867
16 17 215453
16 18 206161
16 19 121823
16 20 111915
16 21 114691
16 22 164678
16 23 19275
16 24 74881
16 25 5069
16 26 16176
16 27 102497
16 28 53664
16 29 104786
16 30 129472
16 31 154021
16 32 108287
16 33 115138
16 34 89165
16 35 140396
16 36 108199
16 37 188606
16 38 164307
17 18 121920
17 19 106005
17 20 108743
17 21 147010
17 22 208507
17 23 201383
17 24 239949
17 25 210384
17 26 231629
17 27 134816
17 28 235772
17 29 238226
17 30 172155
17 31 150578
17 32 185183
17 33 269515
17 34 204305
17 35 137224
17 36 156778
17 37 118562
17 38 313418
18 19 105061
18 20 230663
18 21 186101
18 22 207563
18 23 207609
18 24 131280
18 25 208290
18 26 204916
18 27 173907
18 28 241998
18 29 116306
18 30 199074
18 31 149634
18 32 202290
18 33 223522
18 34 183168
18 35 250249
18 36 179609
18 37 240482
18 38 312474
19 20 195188
19 21 81040
19 22 147312
19 23 102548
19 24 173979
19 25 116754
19 26 137999
19 27 68846
19 28 136937
19 29 181427
19 30 106185
19 31 44573
19 32 165614
19 33 181121
19 34 146492
19 35 213573
19 36 74548
19 37 141578
19 38 207413
20 21 185402
20 22 238043
20 23 92640
20 24 178342
20 25 106846
20 26 128091
20 27 173208
20 28 127029
20 29 216701
20 30 135869
20 31 170175
20 32 76440
20 33 160772
20 34 95562
20 35 28481
20 36 181564
20 37 156759
20 38 237672
21 22 66272
21 23 95416
21 24 117327
